title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
Tight seating on overnight flight made sleep impossible.,San Francisco,Barcelona,International,"We booked our flight thinking a night flight would allow for 3-5 hours of sleep. We found out too late that their Airbus 350 is totally inadequate for sleeping at all. The seats are crammed together to the point that when the passenger in the row ahead reclined her seat, my 5'10"" husband's knees were slammed. Our friend, an airline pilot, mentioned that most AB350 planes have about 200 seats. We were in a plane with 240 seats in economy and another 50 in the ""premium"" and ""business"" class. The seats are 18"" wide and the space from the front of the seat to the one in front of it appears to be about 14"" total. I can tolerate this when I'm going only 3-4 hours away, but 11 hours is totally unacceptable. 
Apart from that, the movies, prces, cleanliness, timeliness, etc all were good, and the food was excellent. Nonetheless I'll never fly from SF to Europe on this plane with Iberia again.",September 2023,"October 6, 2023",3.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0
Useless customer service when baggage goes missing,London,Lima,International,"Absolutely appalling service from Iberia.  Cramped seating, Appalling food and to cap it all, luggage went missing for 7 days due to it not being transferred onto our connecting flight at Madrid. Left hanging around in huge queue in Lima airport for 3 hours to enable us to put a claim form in.  Tried repeatedly to to contact the number supplied to me after registering the missing luggage and kept getting an engaged tone.  Could not get through at all.  Tried using the whatsapp bot to find it but it kept referring my back to the website and the number I'd been given. Even tried contacting them through twitter but they kept referring me back to the luggage line which I couldn't get through to. Eventually had to be sorted out by my partner back home in UK.  7 whole days without my clothes, toiletries and medication and they basically don't give a toss!
The claim form they have sent me to enable me to claim for necessary items bought whilst my luggage was missing doesn't allow me to put the date of the incident in so I can't even move further than that!  It shouldn't have to be this hard!  Waste of time.  AVOID flying with them!",September 2023,"October 5, 2023",1.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0
Iberia the new scammers of the sky,Madrid,London,Europe,"I used to like Iberia but on my recent flight I was shocked.

Iberia let's you take one bag with you for free, as I needed two, I paid for an extra cabin bag. 

As I was onboarding I was forced to give my cabin suitcase. I paid extra to have it with me on the flight, now I'm going to have to wait at Gatwick instead of going home. The flight attendants were dismissive and rude. They were arguing with other passengers over the same thing in a very rude way, one of them was even aggressive.

A truly disgusting experience, Iberia = scam.",October 2023,"October 4, 2023",1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
No. Just no.,Boston,Barcelona,International,"No. Just no.

Booking was a nightmare. 

The website is ridiculously complicated to use. The app is worse. The data doesn’t port over from one platform to the other. 

Seat selection? Forget it. 

On time?  Maybe. 

Once you board the aircraft, the service is nice. The food is pretty good. 

If you want your luggage to arrive with you, pick another airline. 

Customer service pre and post flight is non-existent. 

Never again.",October 2023,"October 3, 2023",2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
"Want to lose your luggage, never see it again, and have no way to contact the airline?  Iberia!",Barcelona,Dallas,International,"My bag did not make the connection in Madrid.  I totally understand! Things happen. What happened after, I don’t understand. They delivery service called me and said they were delivering it, but I was out of town. They said I could call the airline and reschedule. Know this, once your bag is lost, it goes to a third-party, and Iberia is done with it! They have no idea anymore. Don’t waste your time even talking to them. And don’t try to contact customer service. There is none! The third-party service delivered my bag back to Iberia at Dfw, but Dfw wouldn’t know this because, as I said, they are done with it! $4000 worth of gear in my bag. I didn’t have an AirTag or anything in it. Be sure to tag your luggage with a tracker! I had no idea where it is. It is supposedly at the airport, but there’s no way to contact anyone at the airport, as everything is third-party. Your baggage is basically gone if you put it on an Iberia airline flight. I hate to say it, but I would never travel on them again.  There is absolutely no customer service or accountability. I can’t even get in touch with anyone to complain!",September 2023,"October 2, 2023",1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
Never again,Los Angeles,Barcelona,International,Complete incompetence at the ticket counter.  Had a 3 hour wait to check bags in as the counter agents only were taking the Madrid flight check in.,October 2023,"October 2, 2023",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Don't fly on Iberia if you value your luggage!,Miami,Amsterdam,International,"I flew on Iberia from Miami to Amsterdam with a stop in Madrid.  Iberia left my luggage in Madrid. After numerous calls theny sent the luggage to Amsterdam, but never to my hotel.  
I had to go the airport and pick it up, which incurred and additional cost in taxi and time lost from my vacation. When I finally got my luggage they had cut the luggage and removed
the lock, ruining my brand new luggage.  They also went through my luggage and opened my personal items.  There was no one from Iberia at the airport.  I called to 
report my damaged luggage and was repeteadly placed on hold.  I filed written report on their website when I got home and they told me the incident needs to reported within 7 days. 
Are they serious?  What lack of professionalism and ethic.  Not only did they loose and ruin my luggage but will not take responsbility.  
Last year they also lost my husband's luggage. Clearly this arline has an issue handling luggage.  Very unprofessional and unethical. Will never be flying with Iberia again.",August 2023,"October 2, 2023",1.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0
Terrible solving problems!,London,Madrid,Europe,"I had troubles paying my booking online, so I called and I was sent an email to pay over the phone. All went through. In the app looks like I am a passenger more but when I’m trying to check in it automatically sending me to the desks. I went there they couldn’t find my reservation number and kept moving me between desks to see if the other person could solve my problem. Finally they cannot do anything and they gave me a phone number to call. Apparently my booking was refunded due to security reasons (they couldn’t said anything else) and I wasn’t notify any ways, not on the phone, not even an email. I had a lunch event that I missed and I ended up taking the next available flight 7 hours later. They’re not admitting any responsibility or compensating for it… 
TERRIBLE!",September 2023,"October 2, 2023",1.0,,,,,,,,
Horrible customer service,Bergen,Havana,International,"The company had lost our baggage and we still didn't receive it after 1 month. When I called to check what happened the woman was incredibly rude and condescending from the beginning and she tried to make me feel stupid when I didn't understand what she was saying. She had absolutely no patience and hung up on me as well. I was left in shock as I've never experienced this kind of treatment from at customer service before. We still don't have our baggage and that woman made me so anxious that I actually fear calling them back... 
I will think twice before travelling with Iberia in the future",September 2023,"October 2, 2023",1.0,,,,,,,,
Regret,Tangier,Madrid,International,"Started off well, great stewardess and flight, but then my bag got loss. Talking to another traveller, this is not the first time. In fact, there was a massive cue for the same reason from various flights. How does this even happen on mass scale?",October 2023,"October 1, 2023",2.0,,,,,,,,
Bad costumer service,Paris,Madrid,Europe,"I just booked a flight from Paris to Madrid for 4 people, I had to fill in the information multiple times and did not manage to reserve it for 72 hours (payment for the that would not work) so I opted to pay full amount. This time the payment worked but I realized I booked the wrong time. I called the agents immediately to swap time and they wanted to charge me a lot of money ( 65, for a the ticket that cost 88£ for each passenger) even though both times were at the same price! Needless to say I did not change the time but I will consider every other company before booking with Iberia again.",September 2023,"September 30, 2023",1.0,,,,,,,,
Terrible Customer Service Planning!,Madrid,Chicago,International,"Our flight from Porto to Madrid was delayed, sat on runway 20-30min!
We only had 55 min layover in Madrid!! I had called a month before our trip concerned about the short layover but was told that was plenty of time!! NO ITS NOT! Not even on a good day! Needless to say after running thru the airport getting on train, AND CUSTOMS LINE! they JUST shut doors for flight leaving at least 50 passengers hanging!!! Why they wouldn’t have held it a bit since it was their fault???? Now we’re told to go to customer service … only 3 people to help 100 + passengers ???? (All from our flight, missing different connections to US) The line was SLOW!!! While in line I called Cust. Service 3-4 times, given run around, finally was emailed an itinerary BUT really wasn’t a flight I could use! We got out of line after 2  1/2 hrs. Found another Cust Service desk in a different terminal with at least 6 people and no line! IBERIA WHY DIDN’T YOU SEND MORE PEOPLE TO OTHER DESK???? I have to say the gentleman who helped did a great job ( don’t remember name) he looked at the emailed itinerary and was baffled why they sent it to me!! He asked if we picked up our luggage… WE WERE NEVER TOLD TO PICK IT UP!!  He got on the phone , gave us luggage tickets, hotel, and food accommodations and tickets for next day , would have saved Iberia $$$ IF THEY JUST HELD THE FLIGHT instead of having to put up 50+ people overnight!!!
Flight good , food good, attendants nice,
But thanks to the 1 customer service gentleman our luggage made it to Chicago! Note: give yourself 3 hrs international in Madrid!!! We never could have done it under an hr!",September 2023,"September 30, 2023",3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0
Spanish sardine can,Barcelona,New York City,International,"Ah, the enchanting experience of booking a cross-Atlantic flight, only to find yourself bamboozled by an airline that considers bait-and-switching its passengers an art form. Just 24 hours before departure, they play the game of ""Guess the Carrier,"" and you get the privilege of discovering you'll be flying on a budget airline, a Spanish sardine can with wings. ""LEVEL""

As if that weren't delightful enough, imagine spending nine hours trapped in a cramped space with no free food. It's like being cast adrift on the high seas with a paddle made of credit cards. Hungry travelers are expected to shell out exorbitant sums for meals that wouldn't pass muster at a high school cafeteria.

But the pièce de résistance of this airborne carnival of horrors is your coveted seat assignment: directly in front of the lavatory. The constant cacophony of flushing and the joy of watching a never-ending line of desperate souls queuing for the facilities will have you yearning for a parachute to escape this airborne prison.

In conclusion, if you're a fan of sadistic surprises, budget cuisine, and a front-row seat to lavatory symphonies, this airline is your one-way ticket to misery. Buckle up, folks, because this rollercoaster ride of discomfort and despair is about to take flight!",September 2023,"September 29, 2023",1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
WORST AIRLINE ON THE PLANET,Munich,New York City,International,"Worst airline ever. If there would be zero stars or negative stars available, I would pick that.

It was originally supposed to be an American Airlines flight, but we got rebooked to Iberia (for reasons unknown). Everything went fine until the actual boarding of the plane, where the exact same lady that checked us in earlier, assigned our seats, got us our boarding passes etc., told us that our ticket number was invalid and we couldn't board our flight, literally 15min before the plane actually took of. We asked how that could be since we were already checked in, got our boarding passes etc., but received no understandable explanation. We panicked and called our contact person at the travel agency, who wanted to talk to the flight attendant of Iberia in person, but the flight attendant refused to talk to her and sent us away. The travel agency said it was clearly the fault of Iberia that we didn't get a correct ticket number and that they simply had to let us board the flight. Anyways, they wouldn't let us board, we therefore also missed our connecting flight. We went to the Iberia counter and asked if they could set us up with another flight etc., but they said it wasn't their fault, they refused to talk to us any further and denied us any service and help altogether. 

End of story is, we had to book an entirely new flight FOR THE NEXT DAY with another airline, an accommodation for the night, a taxi to and from the hotel, ALL AT OUR OWN EXPENSES. Our travel agency helped us with it, without them we would have been stranded on the airport completely. Never in my life have I (and also no one in my circle of family, friends and collegues) experienced such an effrontery and incompetence from any airline anywhere the world. Our travel agency said that they would do anything to get a refund for our expenses, I am really intrigued how that's going to turn out and if we really get our money back. 

Anyways, DON'T EVER FLY WITH THIS AIRLINE if you don't want your trip to end up in a catastrophy and you actually want to reach your destination.",September 2023,"September 29, 2023",1.0,,,,,,,,
Avoid,New York City,Barcelona,International,Absolutely a horrible company. Total bait n switch. We paid for extra leg room and front row seats which they changed at last minute and threw us in back. Complete scam of a company.,September 2023,"September 29, 2023",1.0,,,,,,,,
Awful experience,Donostia,San Sebastian,London,"This was one of the worst experiences I had as world traveler. The customer service at check-in and in flight was poor, the toilets untidy and the baggage services deficient. They delayed my bag for days and failed to transfer it to my next flight having more than 4 hours to do so. They were giving wrong information about my bag for days. I will not fly with Iberia again and don't recommend it to anyone.",September 2023,"September 29, 2023",1.0,,,,1.0,1.0,1.0,1.0,1.0
Don’t be Iberia,Philadelphia,Marrakech,International,"I had a trip to Morocco planned and canceled due to the devastating earthquake. I called Iberia Airlines and was told I would receive a refund .. sweet! A week and change passes and still haven't received it. I called again- she said she saw it was canceled but a refund hasn't been issued... so he ""issued it"". I called today to follow up and he said she saw it was canceled but a refund hasn't been issued. They had no record of my 2nd call and he told me he was only going to issue a voucher. I told him in my original call I was promised my refund. He went to review the call and said if that's what I was told, they would honor it. He came back and he avoided the question from me asking what he had heard on the call. Then he acted like he couldn't hear me and hung up. I called again and the gentleman said the same thing re a voucher.  You promised original form of payment and it's recorded. Your hands are not tied- do the right thing

Twice... lies!",September 2023,"September 28, 2023",1.0,,,,,,,,
DO NOT FLY THIS AIRLIN! ITS NOT WORTH THE CHEAP FLIGHT IN FACT IT WAS NOTHING BUT A NIGHTMARE,Miami,Madrid,International,"Iberia is the worst airline ever! Our flight from MIA to MAD was cancelled after 5 hours of boarding on June 16th. We were promised compensation of 2613.76 USD, which according to EU law needs to be resolved within 30 days... That was 4 months ago. Please find a different airline to fly and save yourselves the hassle!",June 2023,"September 28, 2023",1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
Terrible Service,Miami,Madrid,International,"The airlines assured me that all four of my family members would be sitting together on this international flight and when we got to the airport we literally had seats separated all over the plane and mostly in Middle seats, not a great way to start a vacation! Thank you iberia!!",September 2023,"September 28, 2023",1.0,,,,1.0,1.0,,,
Lost hand luggage and terrible experience!,Tenerife,Bologna,Europe,"The company is a joke, worse than a low-cost. They lost my hand luggage after asking me to check it in because the flight was fully (or over) booked. In a 4.5-hour flight we got nothing to drink or eat. Iberia is just terrible!",September 2023,"September 28, 2023",1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0
Worst airline I have flown in Europe I,Madrid,Chicago,International,"I have never written a negative review but the experience flying Iberian  was less than great.
Flew back to Chicago from Madrid,  
The food served was lacking in flavor and not very appealing.  Which seemed strange after the great Spanish food available all over the country.
The seats were ok, but  oriented in a way that every time someone walked by, you got jostled.  This made the 9 hour flight uncomfortable.  
The stewards and stewardesses seemed to have been trained for penitentiary duty?   They came across as crass and arrogant.  Initially I assumed  it was the lack of knowledge of English.  But if you are flying to the USA  one would assume you would have a smattering of English,   The only gracious interaction I had was with one of the pilots who was taking a break.  He was a genuinely courteous human being.  Needless to say we will  not be flying this airline again.",September 2023,"September 27, 2023",1.0,,,,,,,,
Incompetence with baggage,New York City,Barcelona,International,"I traveled to Barcelona. One part of my trip was to spend a few days in the Pyrenees Mountains to go bike riding. I paid a higher fare to be allowed to check two bags. I packed my very nice road bike in its special case. I checked it as luggage. The bike box never left JFK. I was told it wuld likely arrive in the next 24 hours as Iberia would put the box on a flight to Madrid or Barcelona (several flights a day to each city) and then transport to my hotel. 

4 days later, my bike is still at JFK. I know this because it has an Air Tag on it and I can see exactly where it is. Guess what? Iberia and its barcode tracking system has no clue where it is. I had to tell the Iberia representative that ""my Air Tag says it is near such and such store in Terminal 8.""

At one point Iberia told me it was on flight IB 2628 the day after I flew. That was wrong (or a lie.) I have called the missing luggage center several times and nobody there can tell me how Iberia plans to locate the luggage. They cannot tell me when I can expect to recover my belongings. They cannot tell who is responsible for finding my belongings and getting them to me. They cannot tell me even who is in charge and can look for ""out of the box"" solutions.

Iberia said it would reimburse ""basic expenses"" to cover what's missing, including a rental, but that won't cover $400 cycling shoes that I would need to purchase, or similar cycling clothing. In short, my trip is basically ruined because I cannot do what I came here to do.

Unfortunately, I will have to use Iberia again in the future as I travel to Spain often for business and family reasons and Iberia is the only company that serves many destinations in Spain. believe me, I would use United or Delta or anyone else if I could.",September 2023,"September 26, 2023",1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0
Scary economy class,Barcelona,New York City,International,"I felt trapped in economy class, there was no leg room at all, I couldn’t even reach down to get something out of my bag, and I’m a slim, flexible person. There was not a chance of getting into any comfortable position for the entire duration of the flight. I could not wait to disembark.",August 2023,"September 25, 2023",1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0
Almost perfect,Vienna,Las Palmas de Gran Canaria,Europe,The flight was pretty good. I kinda liked that. Staff was just wonderful. There were no any troubles during the flight.,September 2023,"September 25, 2023",5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
Customer service is terrible,Milan,Miami,International,I booked a flight with American Airlines MIA-LIN and LIN- MIA. MIA-LIN was a flight with British Airways and it was perfect. The return with Iberia with a connection in Madrid. I tried to do the check in online with Iberia and it didn’t allow me to do it so I went to the airport and when doing the check in Iberia told me the flight was overbooked and I was on standby that I had to pay for the luggage that they will give me the refund in case I want able to flight. I paid $160 at the airport. So when I wasn’t able to flight Iberia booked me a flight with Lufthansa. I was told it was with a connection at Frankfurt arriving at Miami at 6.35 pm. I had to take the luggage with me and go to do the check in with Lufthansa. At Lufthansa I was informed my flight was to Frankfurt and then Newark and then Miami. So I have two layovers arriving at MIA at 9.35 pm. Lufthansa charged me for the luggage again because the ticket I paid was to Iberia. So when I went to ask Iberia for the refund they told I have to ask for it in Madrid 😳 but I wasn’t sent to Madrid.  Lon story short I paid twice for the luggage my air ticket was with 1 connection now I have 2. I was supposed to arrive at MIA at 3 pm now I arrive at 9.35 pm. People from Iberia at the airport in Linate was disrespectful rude and mean. The explanation is because I was flying to America with a tickets I bought to American Airlines. It’s a shame that and airline like Iberia treat the people like that.,September 2023,"September 25, 2023",1.0,,,,1.0,,,1.0,
Customer service does not exist,Madrid,San Jose,International,"I was traveling from Madrid to Costa Rica. I could not do an early check in since their website was not working. I arrived on time and they sold my seats to someone else and then they told me arrived late so there is nothing they can do. I went to their ""customer service help center"" in Madrid's airport and told me that I have to wait around 3 days to MAYBE get a seat on that plane and it wasn't even direct fight (which I purchased). I has to purchase another ticket from another airline so I can get home. UMBELIEVABLE how bad they treated me. I contacted their customer service call center and they said It was my fault and not returning my money. NEVER AGAIN!!!",June 2023,"September 24, 2023",1.0,,,,,,,,
Worst Airline Experience Ever,Madrid,Dallas,International,"Avoid at all costs.  First, was not given the seat that I booked and paid for, and did not sit next to my husband.  Second, my seat was broken BOTH legs of the flight, and while I paid double to have a seat that reclines so that I could rest and arrive refreshed, I had to sit upright for nearly 20 hours between both legs. Customer service was no help either.  Avoid at all costs!!",September 2023,"September 23, 2023",1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0
"Rude, abrasive boarding gate staff",Madrid,London,Europe,"While I and my parents were going through boarding gate checks, we were suddenly told to stop boarding and wait, because the flight was overbooked and we apparently had been the last people to check in online (even though we did it the evening before) and that we needed to wait until everyone had boarded before seeing if we could get on the flight. Not only is this in itself wrong that they had overbooked, but the way the Iberia staff spoke to us was extremely rude, their attitude toward us was as if they were police officers and had caught us for committing a crime. They did not explain what was going to happen next, we were put to one side of the gate with no further explanation. I then went to one of them to get clarification on what was happening, and the woman tried to avoid speaking to me at first and when she couldn't avoid it, she looked at me with disgust and said 'we are looking for seats for you ok' as if i was already meant to know that she was doing this. I did not like her dismissive attitude so I expressed that we should not be picked randomly out of the line in this way, and she then used a racial word to refer to me (I am east asian) in Spanish to her colleague thinking I wouldn't understand. Her male colleague was just as aggressive as she was, calling me 'insistent' and acting as if i was the one in the wrong. This caused me to become upset and I broke down crying. In the end we were able to get on the plane and their attitude softened but it was too late. The way me and my parents were treated completely ruined my trip.",September 2023,"September 23, 2023",2.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0
"Never again, would not ever recommend",Amsterdam,Madrid,Europe,"Unfortunately my planned flight with another airline was overbooked and they booked me with Iberia. Worst flying experience I've ever had, extremely uncomfortable plane, my baggage was lost for an extended period of time, when the baggage was eventually found they never bothered to update me or update world tracer, I had to keep calling to find out. No empathy regarding having no baggage, didn't seem to be of much concern to the airline as ""you can just buy stuff"". Some advice to anyone who loses or suffers from delayed baggage with this airline, Keep calling the airline, as WorldTracer may not get updated as it should and you may not be contacted.",September 2023,"September 21, 2023",1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0
Great improving airline,Madrid,Rio de Janeiro,International,"Flew to Rio with my wife on 12th Sep, seats 23c & 23A. Comfortable leg room, fresh tasty meals served. Not a lot but good quality. The gentlemen staff were so caring and friendly. We were lucky as no turbulence and we arrived in Rio after 9.30 hours as the captain, somehow, saved 30 minutes 
of flying !! Also must stress how helpful and friendly were the staff at check-in in Barajas. Definitely an airline to consider when flying to Brasil, but, buy early! Aircraft modern and very clean.",September 2023,"September 20, 2023",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Never fly Iberia,Paris,Madrid,Europe,"Never fly Iberia, worst service. It is 2023 and their old system does not provide a way to anticipate flights. Even worse, people do not know basic process and one tells you to go to checkin to get flight anticipated, the other sends you to the boarding gate, and then the other tells you to call. Result? A lot of space in the aircraft and the land personal did not let anyone anticipate telling people they should have called.",September 2023,"September 20, 2023",1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
"They lost my luggage in June, unresponsive still",Los Angeles,Madrid,International,"Do not fly with Iberia. They lost my luggage in June. I was traveling to Spain for a month. So, it was a big inconvenience. As of today, 9/18/23, I have not been reimbursed for what I had to buy abroad, nor have they paid me anything for my lost luggage. When I call, they say an agent will have to resolve my case. And, that this agent will do everything over email. So, you actually don’t get to talk to anyone to help you. Don’t take chances. There are plenty of other airlines to select from. They literally don't care. All things being equal, support another business.  FLIGHT INFO: IB62170",June 2023,"September 19, 2023",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOT RELAIBLE.,London,Madrid,Europe,"the Help desk online has very rood people on the phone, I booked for my first and last rime with this company, very unprofessional, after paying more than 10000£ for my business trip, never again. horrible service and company.",September 2023,"September 19, 2023",1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
Most uncomfortable flight,New York City,Barcelona,International,"My husband and I flew Iberia and we will never book with them again. We took a red eye, thinking we'll sleep, land in Barcelona by 1:30pm and be ready to conquer the day. We were terribly wrong! We could not get any sleep. The seats were like bus seats. We couldn't feel our bottoms for majority of the flight. The seats are very small too. I'm average size (height and weight) and I barely fit in the seats. Then they refused to put the air on in the plane while we flew. Thankfully my husband had a small fan as he was over heating. The food was mediocre, nothing to rave about. Finally, there was zero in flight entertainment and no wifi available (even for purchase). 

I honestly felt like I was in hell, and it was the most terrible experience.",September 2023,"September 17, 2023",2.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0
Racist airline,London,Madrid,Europe,"If you are a person of colour, fly with someone else. The cabin crew are rude, loud and racist! We booked with British Airways who partner with this company, so we took this option as it was offered by BA. On returning back from Madrid to London earlier this week, Iberia rushes their on board check in (I suspected they do this to avoid late take off charges). When we were walking through the aisle on arrival to find our seats a middle age loud cabin crew Latino woman is shouting at us to put our luggage in the compartment she is pointing up at. The aggressive shouting is not necessary and I can only assume she was shouting because we are black and she thinks thats the way to communicate with me, but I can you it’s not, it’s unprofessional and rude. Then the pilot announces there is a delay due to an engine technical fault!!! I’m not sure why they didn’t fix this before making us all board the plane! 45 mins later we were told to embark the plane and wait in the airport which we all did. They had another plane which eventually took us home. This company is irresponsible for not checking engine faults before putting passengers onboard and need to urgently conduct equality and diversity training! What a mess!!!",September 2023,"September 17, 2023",1.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0
Terrible Airline,Miami,Vienna,International,"Rude staff, absolutely not helpful. Food was terrible. Flight got delayed and we missed the connection.",September 2023,"September 17, 2023",1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0
Pet regulation unclear,Madrid,Milan,Europe,"After having flown with Iberia a dozen times this year, I was informed that the luggage bag I always use for my dog is not OK and I need to get a new one. Nobody could explain to me why it always worked and this time it apparently did not. I was forced to buy a new bag.",September 2023,"September 16, 2023",1.0,,,,,,,,
Buyer beware!,San Francisco,Madrid,International,"My husband and I bought tickets through Egencia on Iberia Airlines. His ticket was refundable, mine was not.  As a result, I went on the website to choose our seats so we could sit together but found (1) his seat could NOT be changed, and (2) I had NO SEAT ASSIGNMENT. I went on the Iberia website but nowhere does it explain this: With a non-refundable ticket, I have to buy a seat (for $ 42-46 US dollars, depending) and we cannot in fact sit together. The Iberia website is a joke, and their customer service representative was unhelpful as he never fully explained why I had no seat assignment. This is in business class, no less. No class airline.
Note: We have not yet traveled, but TripAdvisor does not give me the option to state a month in the future for when I traveled, so I had to click on September 2023.",September 2023,"September 15, 2023",1.0,,,,,,,,
Not a trustful airline,Granada,Dublin,Europe,"Really one of the worst airlines I've every flown with.  Fly from Granada to Dublin (one stop in Madrid).  No bag showed up.  25kg bag, full of presents and goods.  After 4 weeks, Iberia keep fobbing me off and refuse to say they will compensate me or get my bag.

Every few days, I email or call and they tell me ""they are looking into it"".  Just a dreadful company.   Iberia does such an injustice to Spain and the people of Spain.  They are a weak company with awful staff and obviously have serious security issues when it comes to a 25kg bag going missing in Madrid airport.

No answers, no compensation, nothing.  It's just not an airline to be trusted.",August 2023,"September 14, 2023",1.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0
They are thieves,Miami,Valencia,International,"The Worst company ever. We fly to Spain taken so many present to my brother, his siblings and his wife, the luggage was damaged and so many things was “lost” we did the complaint at the airport and they made for us a case, almost 6 month later and they don’t fix anything… everyday is a new thing just to don’t pay the damages.",March 2023,"September 14, 2023",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Short but very uncomfortable trip,Madrid,Lyon,Europe,"We were traveling from the US on business on another airline but with the Madrid to Lyon segment on Iberia, first class. First, we had to pay extra when chosing our First class Iberia seats, the Barajas airport was a chaos and our Iberia first-class seats were not better than those of a city bus: narrow seats with a one-inch padding that reclined only about two inches. I intend to change our return trip to avoid both Iberia and the Madrid stopover.",August 2023,"September 13, 2023",1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0
The company is useless,London,Managua,International,"This is the worst company ever. I booked a flight with them which they changed minutes later. I called them to cancel, the guy I spoke had no idea what was happening and sounded like he was out hiking, I could hear dogs and leaves and movement, so I called another guy who cancelled it for me. A week later I find out that it hadn't been cancelled, and ever since a month now I have been trying to get a refund. They have no idea what is happening, the agree with the refund but unable to make it happen, every time I call I get a different answer. I will never book with them, they are completely incapable of anything",September 2023,"September 12, 2023",1.0,,,,,,,,
Never again!,Washington DC,Ibiza,International,"Iberia airways has possibly been the worst airline I’ve ever used in my life! Their customer service is garbage. You can’t reach anyone who speaks good English via phone. They have no way to transfer you to a supervisor, or at least that’s what they are trained to tell you. My luggage was mishandled and items were stolen during my 23 hour layover in Madrid. I’ve yet to reach a solution because they haven’t acknowledged my claim after opening one via their website. I honestly would say if this is the only airline visiting your destination, please go somewhere else. It’s not worth it. They will take your money and literally forget that you’re a customer!! By the way, luggage is $75 or higher to check! Completely disgusting",August 2023,"September 12, 2023",1.0,,,,,,,,
Worst. Customer. Service. EVER.,Boston,Santiago de Compostela,International,"Worst trip ever. All boarding passes were incorrect, and luggage was lost going to my destination. No information,  no communication,  no help, no resolution...maybe ever. A Swiss Air person tried to help in Boston when I got home. Maybe that's how Iberia saves money - no staff to help customers.  Never again.",September 2023,"September 11, 2023",1.0,,,,,,,,
Avoid at All Costs: A Nightmare of Incompetence and Customer Disdain,Bordeaux,Fuerteventura,Europe,"Absolument, voici une version encore plus tranchante :

I am utterly disgusted by the abysmal service provided by Iberia. The entire experience has been nothing short of a nightmarish ordeal that I wouldn't wish upon my worst enemy.

To begin with, the communication was nothing but a pathetic display of incompetence, leaving me clueless and frustrated. But the real horror began when I realized that my luggage had been lost. It's simply infuriating that a company of this stature can't handle something as basic as safeguarding passengers' luggage.

What followed was a wretched scavenger hunt in Fuerteventura, where I had to waste half a day of my vacation scrambling to find essential items in a nearby town due to the scarce options available where I was stationed. This inconvenience forced me to incur astronomical costs, the majority of which Iberia has audaciously refused to reimburse adequately.

Their pitiful compensation is nothing but a cruel joke. Offering a measly sum that barely covers the cost of a swimsuit, while I have lost valuable time and money, is an insult to injury. Iberia seems to have no semblance of respect or concern for their customers, leaving them in a perpetual state of uncertainty and distress without a shred of empathy or responsibility.

To add salt to the wound, the uncertainty surrounding the return of my luggage pushed me to possibly buy more than needed, with the threat of having to repeatedly travel to get necessities looming over me due to the unclear timelines given by others who were also at the mercy of Iberia's inefficiency.

I vehemently warn anyone considering flying with Iberia to think again. This experience has been a hellish journey through neglect, sheer incompetence, and a heartless disregard for customer satisfaction and well-being. Save yourself the agony and choose any other airline, because Iberia clearly doesn't give a damn about you or your belongings.",July 2023,"September 11, 2023",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
