title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
KE646,Singapore,Seoul,North Asia,"Korean air is a good airlines, service good also. but this KE646 is terribly loud the engine noice, feel like torture sitting inside. found out that it's actually 28yo ??",March 2024,"March 30, 2024",2.0,,,,,,,,
Not friendly to foreigners,Phu Quoc Island,Seoul,North Asia,"There was sit 47 H available next to emergency exit, and I changed my sit. The flight attendant asked me to go back to my sit 48 H even checked my boarding pass, which is ok, and explained that the sit requires extra fee, which I was willing to pay but she also explained that it is impossible on board. But when Korean person changed his sit and sit on the same 47 H “emergency exit sit” the same flight attendant just explained him what he shall do in case of emergency. I asked what’s the difference between me and other passenger the person who was allowed to change his sit? Flight attendant couldn’t explain.",March 2024,"March 29, 2024",2.0,,,,,,,,
Comfy economy seats,London,Seoul,International,"Good legroom. I am short, and I managed the 12 hour flight without reclining my seat despite the passenger reclined. Flight attendants were nice. They went to fetch green tea for me when they were serving red tea. They also handed out pens when I needed one to fill in customs declaration form. Passengers were 90%  Koreans. The whole flight was very calm and quiet. Kudos for the crew keeping the toilets very clean. Korean options for flight meals were great - bibimbap for dinner and rice porridge for breakfast - healthy and easy to digest.",March 2024,"March 16, 2024",5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
Great!,Singapore,Vancouver,International,"One of the best airlines I have ever been. Attentive, friendly staff and food on airplanes is great too. More spacious than Air Canada and staffs are friendlier and more genuine. 

Please maintain this standard without increasing the airfares! Will definitely love to travel on Korean air again!",March 2024,"March 14, 2024",5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0
Unfriendly flight attendants,Boston,Seoul,International,"There isn't much to say except that a few of the flight attendants weren't particularly friendly. They tried to conceal their rudeness while still attempting to appear professional. When I requested milk for my child, the person I spoke to didn't seem happy to assist and gave off an attitude without fully expressing it.",February 2024,"March 11, 2024",2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0
worst flight I ever had,Los Angeles,Seoul,International,6 hrs nostop of turbulance on a 12 hr flight with people getting sick ad the plane felt like it was going to fall apart.   It was so bad that the PC in my baggage was destroyed and it was packed with extra protection.  I feel lucky to be alive.   There was no calming by the flight staff and even the stewardesses seemed in distress.,February 2024,"March 6, 2024",1.0,3.0,2.0,,2.0,1.0,3.0,3.0,3.0
One of the best flights I've ever had - and I've been on hundreds.,Seoul,Los Angeles,International,"This was the best flight I've had in years or possibly ever.  The flight crew were so genuine and attentive.  The economy seats are a bit bigger than Air Canada which I usually fly with, and the food was excellent.  Great choices of Korean dishes (which I chose) and others, and they definitely kept people well fed.  Snack bar that is open for free most of the flight and the aircraft was very clean - every time I used the washroom it seemed to have been wiped down as it was much cleaner than most airplanes.  Also, the flight itself was so smooth going both ways and you can tell that Korean Air takes pride in giving their customers a comfortable trip.  The service level was much higher - hard to describe, but I would definitely fly with them again whenever possible.",March 2024,"March 6, 2024",5.0,,,,,,,,
"Food are not good, difficult to understand flight attendants, etc",Los Angeles,Bangkok,International,"1. Korean airline points will expire if you don't use, unlike other airlines
2. You cannot use your points to book for others
3. If you use points to book, they take a lot of points and then charge you almost $500 more for their service
4. They will not allow you to change the form of payment once you booked
5. You cannot use their points for domestic flights
6. I am done with Korean Air, you are the next victim if you want to fly them",December 2023,"March 2, 2024",1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
Would not waste your money on this airline,Vancouver,Bangkok,International,"This airline is awful. They make up their own rules. Everthing I have read about Korean Air is false..not 5 star luxury unless you are flying business class -possibly. If you are not Korean they treat you like dirt on their shoe. They need some re training. I watched a male flight attendant annoy a female Korean passenger with constantly bringing her drinks and treats, writing little notes on the napkins. It was actually nauseating, and you could tell she wasn’t flattered but yet annoyed she had to always put her tray down and then get someone to come pick up the garbage. The plane smelt so bad after the meals were made it actually turned me off from wanting to eat at all. Not to mention we always ran late with no explanation until about 10 -20 mins after just sitting stagnant. I wouldn’t recommend anyone use this airline to travel for more like 5+ hours.",February 2024,"February 28, 2024",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Open check to late compared to leading airlines.,Singapore,Seoul,North Asia,Don't open check until 3 hours before flight which means if you're coming from work for a 1030pm flight you are stranded without lounge access for a few hours in terminal 4 which had few amenities.,February 2024,"February 23, 2024",2.0,,,,,,,,
Korean Air exceeded my expectations!,Seattle,Bangkok,International,I am a Diamond Medallion with Delta.  I think Delta should take classes from Korean Air. Extraordinary service from Seattle to Seoul and Seoul to Bangkok.  Quality of food was great and flight attendants were awesome.  Will definitely travel with them again,February 2024,"February 22, 2024",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Seat's space VERY SMALL! Cabin crews are not so friendly!!!,Seoul,New York City,International,"My friend was right. People from this country are not friendly. Cabin Crews are not so friendly like when I see them, they're just doing it for the sake of their job and money but don't  have a real heart to understand us passengers and really serve us, just because WE ARE NOT KOREAN ( I HAVE AN AMERICAN HUSBAND AND MY MOM IS A FILIPINO with me on that flight.) I wasn't comfortable in this cabin at all! WITH VERY SMALL space , the person in my front laid all the way back so she can sleep VERY WELL, I feel like I couldn't breath and move no more cause the seat's space is soooooo small!!!! Never again! And will not recomend KE to my family and friends travellers!!!!!",December 2023,"February 15, 2024",2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0
Time to replace the plane.,Chicago,Seoul,International,"I used to enjoy flying via KAL but just recently in our International flight I was so disappointed. I felt my body got beat up. I was with my husband and sister in law and it was very uncomfortable. The seat cushion is terrible, it needs replacement our butt hurts as there is no more cushion on the seat. The tv screen is old style my husband works in a company that is tv /electronics related and he said the tv screen and how it operates are old style. My eyes hurtss I cannot watch continuously as it gives me head ache. We felt hot inside the plane that my sister and law and I were fanning ourselves, there was nothing on the ceiling to operate to increase the a c . The back rest is hard too, all in old the plane is just old and time to replace , please? Food was good,FA are nice just the plane itself.",January 2024,"February 12, 2024",2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0
So hot inside cabin!,Seoul,San Francisco,International,"Flight change, refunds, and baggage fees are among the worst of any major airliner.

Korea Air cabin is too hot! Even Incheon Airport operates the heating system when it isn't even cold weather but won't operate the air conditioning during hot weather. 

The staff have always behaved professionally and were courteous.",August 2023,"January 31, 2024",3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0
Horrible service and food. They don’t care about us.,Miami,Seoul,International,"Horrible service and horrible food. If you want good customer service and food then go fly with someone else.

This is the worst company in the world. 

I will NEVER fly with them again.",January 2024,"January 27, 2024",1.0,,,,,,,,
Worst Customer Service Ever,Miami,Ho Chi Minh City,International,"We booked our round trip and selected our seats together with one window seat and one next to it. They changed the flight 4 times from the time we booked. We had to call and re-select seats each time (these changes also increased our trip time). I found later that after going through seats selection in detail with their reservations team, they never actually issued me the seats they specifically told me I would get (this is after the 4th time of doing this with them as they changed our flights so many times). 

Now we are sitting in the middle row (after we planned we'll and booked months in advance and paid extra for seats). 

On another flight we didn't even get to sit together. 

When I complained, it was entirely obvious that this company doesn't care AT ALL about its customers. 

I have flown a bit under a thousand times give or take and I know a terrible airline versus a bad travel day.

KOREAN AIRLINES IS A TERRIBLE AIRLINE. DO NO BUY TICKETS FOR THEM EVER.",January 2024,"January 27, 2024",1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
Terrible service from reservation centre,Brisbane,Seoul,International,"I just had a terrible customer service - I was booking my flights on the KA website, and it kept timing out at the payment page. Each time I rebooked, the number of seats available went down, so I had to book a ""flex"" ticket at a higher price. I just received an email from KA saying that the $700-cheaper tickets had been held for me and to please pay - even though nothing had told me that previously. 

So I called KA to see if I could cancel the more expensive tickets and pay for the cheaper tickets, and they said that I would have to pay a cancellation fee of $600, even though an error in their system caused this. They also said that I booked through a travel again (no!) and that the email I received wasn't from them, even though the call centre verified all the info it contained, and links went through to their official website. Not getting the cancellation fee waived is one thing, but saying the email wasn't from them and that I didn't book online is just so strange!",January 2024,"January 19, 2024",1.0,,,,,,,,
"Great, comfortable and clean airline",Busan,Seoul,Domestic,"I live in Seoul but i have to go around korea from time to time and korean air has never disappointed me. Even in economy, the seats are comfortable, clean and the service is of high quality!",September 2023,"January 15, 2024",5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
September 2023 trip,Hong Kong,Seoul,North Asia,"Me and my wife took a HKG-ICN roundtrip flight with this airline in September 2023. The service was good, and the flight schedule was on time. Legroom, flight entertainment, and the meal were okay. The mobile application is good; it provides updated notifications of the flight and baggage status. On the return trip from ICN-HKG, the check-in process was smooth. We got a good deal when we booked the trip, so watch out for the promo announcement from their website. Overall, it was a good trip, way better than taking a budget airline to South Korea.",September 2023,"January 14, 2024",4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
Highly qualified stewardesses,Budapest,Seoul,International,"Everytimes i fly with Korean Air, i am impressed about the professionalty of stewardesses. They are the most smart and pretty stewardesses in the sky.",January 2024,"January 14, 2024",5.0,,,,,,,,
Flight to Bali,Seoul,Denpasar,Asia,"The flight is from Incheon International airport terminal 2, the entertainment set is showing a good selection of movies, drama, music and kids movies. Drinks are available and food is served. It is a busy flight so I would certainly recommend booking your seat.",January 2024,"January 12, 2024",4.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0
"Rude staff, poor planes, no padding on seats, horrible food",San Francisco,Seoul,International,"The flight quality was the worst I've seen in ages, food is horrible and made me sick, staff is rude. I literally saw an air hostess yell at folks at the SF Airport. They aren't polite during the flight either.",January 2024,"January 10, 2024",1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0
Great after flight service.,London,Auckland,International,"We have travelled three times now with Korean Air to New Zealand. Every flight has been very good. The cabin staff are always friendly and the food excellent. However I want to praise the company for the following reason. I had not realised but my Kindle and MP3 player were left on the flight from Heathrow to Seoul. When I looked on the Korean Air website, lost and found section, there was a photo of the two items. I filled out a claim form and had a reply almost immediately. They could not courier it to an NZ address but would put it on a flight to Auckland to pick up at the airport. Within two days of sending the initial message, the items were ready to collect. I did so the next day. I had several emails from Korean Air keeping me updated as to what was happening and the pick up at the airport went very smoothly. There was no charge and each email finished with a thanks for fly with Korean Air. I believe that is real service. Thank you to all those involved.",November 2023,"January 5, 2024",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"KIX bad, but KAL checkin great.",Osaka,Seoul,North Asia,"Well, I clicked on first class, but only my wife sat up front.  I bought my ticket separately, and by the time I purchased, first was all gone, so I was in the back.  Also of note is my ticket in economy cost more than the first class seat my wife got up front.
Folks, timing is everything when buying a plane ticket.  KIX airport system is all screwed up, they need to rethink their management a bit.
KAL check in was smooth, quick efficient and pleasant.  (Since I was travelling with my wife who had up front ticket, KAL let me check in with hear, so this is sort of cheating).  Economy would have given me quite a bit of grief getting through security.  Wife secured a FAST LANE, and the check in counter was nice enough to give me one too reasoning that we were travelling together, even though I was in economy.  Lesson here is if you can wing a first class ticket for one of your party, you can avoid a lot of grief.  I don't know if any rules were broken for me or not, but I really appreciated that pass.  Flight was less than an hour and a half but they fed me lunch which was surprisingly quite good.  I don't know why they feed you on such a short flight, but they do, and i appreciate the hard working flight attendants.  Going through ICN immigration and customs is a breeze.  We wizzed through in no time flat.  There was a bit of a walk from gate to immigration, but that's just part of the deal when you get a gate far from the check point.  (There are moving walkways, so if you are not in a hurry, it's no big deal).",December 2023,"January 1, 2024",5.0,3.0,3.0,,5.0,3.0,5.0,5.0,5.0
"Long flight, but really good!!",San Francisco,Manila,International,"I took a 13 hour flight and everything went well.  The in-flight entertainment was plentiful.  The economy seats on the 777-300 were comfortable and more leg space than I thought.   There was a bottle of water sitting on each seat when boarding which I loved. Also there was a small bag that had slippers, a toothbrush, and toothpaste.  

The flight attendants were attentive and very friendly.  There were two main meals which were good.  And halfway through the flight, they provided a snack which was almost like a meal.  They kept us well fed, and there were small snacks sitting near the bathrooms.  The airline exceeded my expectations and would like to fly with them in the future.",December 2023,"December 13, 2023",5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
Preferred seating is a scam,Calgary,Hanoi,International,Paid hundreds Extra to get a preferred seat with extra legroom due to my physical size. Preferred seating only has extra legroom in first row and exit row which were all booked up. Spent the entire flight in pain from being wedged into a seat I didn't fit in with my knees touching the seat ahead of me in a painful fashion. 17hrs each way on this trip. (12hrs+5hrs),December 2023,"December 8, 2023",1.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,4.0
Average Airline,New York City,Seoul,International,"Korean Air is decent for air travel but certainly not the best. The biggest shortcoming is the unfriendliness of their staff. Each interaction with them was awkward and borderline passive-aggressive. Leg room is a bit tight - as a 5' 7"" woman, I struggled to get comfortable when the people in front of me reclined their seats.

The In-Flight Entertainment kept us busy with various movies, television shows, and music. You can see a difference in quality depending on the aircraft. Overall their systems worked seamlessly. Bring your own headphones; the earbuds found on their shorter flights are much better quality than the overhead headphones on long-haul flights.

The food served was amazing in terms of airplane food. On our flight from ICN - - > JFK I was very impressed with the Chicken Curry option. The spice and flavors tasted perfect 30,000 feet in the air. Their portions are a bit large as I was never hungry, even during a 15 1/2 hour flight.

I would fly Korean Air again if no other options are available.",November 2023,"December 3, 2023",3.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,5.0
"Great if you get prestige Suites, otherwise…..",Edinburgh,Brisbane,International,"This was my first long haul trip with Korean Air to Australia but my 15th trip there.

My flights were a codeshare with KLM: EDI-AMS (KL 737-800); 5+ hour layover; AMS-ICN (KE 777-300); 4 hour layover; ICN-BNE (KE 777-200). Return SYD-ICN (KE 747-8); 17 hour layover; ICN-AMS (KE 777-300); 4 hour layover; AMS-EDI (KL 737-800)

On the day of the outbound journey there were severe storms in the UK and also impacting Northern Europe. WE were 2.5 hours late departing but i was just glad we got away at all - the weather was really atrocious. hats off to KLM and particularly the Captain who came to speak to us at the gate to update us on what was happening. I can’t recall that happening.

The flight to AMS was a bit bumpy to say the least but impeccable service from KLM who managed to serve meals and drinks. Just before we started our descent, the captain read out all the missed connections (there were a lot) as well as gate numbers for the connections that were still possible but tight.

I was glad of my longish connection by AMS standards. passenger assistance were a wee bit slow in showing up for me, but understandable in the circumstances and they took me to the Crown 52 lounge. Only had about 90 minutes before they were back to take me for my first long haul flight.

Boarding was pretty smooth and initial impressions were good. This 777 had their new style business seating of 2 2 2 with separate aisle access for all as they had staggered the pairs at windows. There was a decent amount of space, storage and privacy, once the partition was raised after take off. Bed was lie flat and quite comfortable and I managed to get quite a good amount of sleep.

There were 5 courses for dinner and food was quite nice but a bit repetitive as I took the other flights (beef tenderloin was the European option on all 4 flights) I found it also quite healthy too with plenty of vegetables and dessert always being fresh fruit platter.

There was no order on demand as some airlines do in BC and instead of servicing each course separately, some were served together on a try with finsjed plates left to later and removed when the tray was removed. No big deal though.

The lancet was the thin things you usually get in economy on other airlines but as the cabin was quite warm to too warm at times, it didn’t matter.

We were 15 minutes late departing but arrived on time. Passenger assistance arrive promptly and whistled me off to the prestige Lounge (think it was West but not certain). had a couple of hours there before passenger assistance were back to take me to my next flight.

Boarding was quick but was disappointed when I got onboard. This was the first time I realised that not all their prestige cabins had their Prestige Suites. This was a 2 3 2 quite cramped conjugation, angle flat rather than lie flat, no storage or privacy. in fact you didn’t even have a separate armrest but had to share one. The seats were also fairly uncomfortable when reclined and I got little sleep. menu was pretty much the same as the previous flight.

We arrived a little early nd after a short wait I was collected by special assitance and whisked through immigration, collected my bags and taken straight to the taxi rank to get to the city.

Overall it was a mixed experience, with the first being great and the second just so so. More like PE a than long haul BC but I got to my destination on time and they were several thousand GBP cheaper than my preferred option of QR.

the return was a fairly drawn out journey with the overnight layover and taking 53 hours to get to my home from leaving my hotel in Sydney. It was long and tedious for sure!

The first flight on the 747 was great, back to the comfy Prestige Suites again. This was a day time flight so i decided to use the IFE. I don’t usually as I wear over ear hearing aids but I plugged my table mic i use sometimes into the slot for the headphones and the audio streaming worked really well. I enjoyed the movie I found but couldn’t find any others that I fancied, so relaxed, read and napped.

At ICN, i was met by passenger assistance and taken through Immigration and customs. No one wanted to see the QR code for the quarantine thing I had filled in on the app nor the online Customs form. maybe they already could see them when they scanned my passport. It was just my passport and the paper arrival form they looked at.

I was taken directly to the Grand Hyatt’s minibus that was sitting at arrivals. We had a wait of about 10 minutes before we were on our way. the bus displays the timetable for the shuttle to and from the hotel which was quite handy.

It was pretty cold when we landed, only 6c and i was glad I didn’t have to hang about outside waiting. At the hotel checkin only took about 10 minutes or so. they had a lot of staff ready to deal with the group from the shuttle. I wanted to leave a credit card authorisation with them so I could order room service but they would not allow that Presume as the account was booked in the airline’s name0. Dinner and breakfast was included. i didn’t need dinner though. i tried explaining that I would struggle to get to the buffet in the other building on my own and I would prefer to pay for room service in the morning. She told me i could call in the morning and pay on delivery. That did not work though - they would not accept my order.

They had a meme ber of staff escort me to my room which was nice and had a really comfortable bed. The toilet wasn’t a surprise after having been forewarned on this forum.

I had a good night’s sleep but no breakfast other than tea and a cereal bar I found in my carry on. Not the end of the world and i just went to the airport half an hour earlier than I planned to have breakfast in the lounge.

The minibus ran precisely to schedule and took us back to the departure area where I had got on the night before. Got a bit lost at this point. I knew that i had to get up to level 3 for departures but could not see any signs pointing to escalators or lifts or even a set of stairs. they all seemed to be connected with arriving passengers. Fortunately another passenger came over to ask if I needed help and walked me to where the lifts were. So far so good. However when I reached level 3 there were various check in areas and I could not see where to go to find passenger assitance. Someone from the airline eventually rescued me and started to tow me by the sleeve towards exit immigration. I tried explaining that I had booked assitance to which she said she was helping me through. then i used the magic word wheelchair and she turned around and took me to one of the heck in counters and left me there.  The lady issued my final boarding pass from AMS -EDI ( as they hadn’t been able to issue it in SYD) and told me to go 2 desks up, so i did so and she made a cal Presumambly to assitance. She told me to wait by the wall and someone would come. After 15 minutes I was still standing there leaning on the wall and made eye contact with her. She picked up the phone again and sounded a bit cross. Anyway that worked and someone turned up with a wheelchair 5 minutes later.

Going through exit immigration and security was quick and then off to the miler Lounge this time. At this point I had no idea why i was in the better lounge but had a decent breakfast there anyway. They turned up 90 minutes later as promised and i was off to the boarding gate. Short wait and then I was boarded and yikes the horrible 232 angle fault again. This was the longer leg and i was not looking forward to it. I was meant to be in 11F again same as the flight to Brisbane but when I looked at my boarding pass I had been moved to 1D. hallelujah, this cabin of BC seats had 1 row of First seats in row 1, 1 2 1 across. It was old style too but was a pod with a very long lie flat bed. I could stretch my hands fully above my head and my feet didn’t touch the end lying down (I’m 5ft 7, so someone over 6 foot would be comfortable in this seat too). There was loads of storage and the seat already had a mattress topper on it. same thin blanket though but the cabin was very warm.

Food and drink the same as the rest of the prestige cabin. I was overjoyed thogh not to have a 14 hour flight on those other seats.

Arrived on time at KLM and back to the Crown 52 lounge before boarding the final flight home. Arrived on time and passenger assitance had me through Immigration pretty quickly. had a bit of a wait for my bags and then we were off to the privat hire queue (black cabs no more at EDI).

In summary this worked ok, would have been worse but for the upgrade. Service is not as good as the likes of Qatar but very pleasant. Food a bit repetitive but still good. the price was excellent though.

Would I use them again? not sure. 2 things put me off a bit.
1. The prestige Suites are great and comparable to most good long haul airlines but the planes with the old style are not great at all. I don’t know if they are planning to change all their long haul ships to prestige Suites but if not, i likely would not book with them again
2. The arrangements with free landside hotel, particularly the return are really not great for those needing passenger assistance, especially if flying solo. That could be overcome by booking and paying for an airside transit hotel. Then there is the onboard aspect. Flight Attendants don’t seem to have had the same training as other airlines on dealing with visually impaired passengers. The safety briefing video was not accessible (more of a K Pop video) and crew never checked my understanding. Sure I could have asked but i didn’t as I know the drill. They also often put things down without letting me know. Just small stuff rally but if I compare to the 2 flights with KLM, where the FA checked what i could and couldn’t see, what help I needed, made sure i had understood the safety briefing, put glasses of drinks into my hand so I knew they were there and so on. BA, EK, QR, EY",October 2023,"December 3, 2023",3.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0
Never again,Phuket,Seoul,North Asia,Absolutely horrible customer service. Unable to book a sit with my family even though there are seats available. They would not let me select a seat even if I upgraded. Try to correct weeks before the flight and did not help,November 2023,"November 30, 2023",1.0,,,,,,,,
Consistently good,Seoul,Vancouver,International,"First flight could've been a lucky coincidence, second - confirmed the experience from the first one. 
Attentive staff all the way around - from the people that helped us in the Incheon Intl, to the board crew. 
Outstanding food (obviously by airline standards). 
Great entertainment content.",November 2023,"November 22, 2023",5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
"Horrible, embarrassing and shocking in flight experience",Seoul,Vancouver,International,"I have travelled in many international flights in my entire career however this is one airline, i cannot forget due to the disappointment and harassments I have to face. Here are a few points I would want to share with everybody so that people can avoid this unprofessional airlines in their future travels- 
1. No Wifi -  Just before the web check in Korean airways claims that you can use the wifi, as it is clearly mentioned on their website. However. upon asking, the flight attendent refused saying there is no wifi in the plane. This looks pure deception to me as i wanted to watch my favourite match and even though i was ready to pay, the service isnt there. So why flash it on website wrongly?
2. No responsibility from flight attendant or airhostess- I requested the air hostess to kindly find me a suitable overhead cabin where i can put my laptop bag. She just smiled at me and said, we usually don't have any space in this place. Later, when i tried to check a cabin myself, she came again and said yes you can put it here. Every international flight has responsible attendants, who usually themselves help the passengers for their luggage. But I was shocked to see their attendants hardly caring for it. Honestly, it seemed i am travelling in a village bus.
3. The navigation screen given for each passenger is a mess. It doesnt have a good user interface for flight tour or map. It shows options for sky shopping and games, but the moment you open any of them, you see nothing inside. I even complained to one of the attendants about this, and he said they keep on updating this. So my question is for what kind of experience am i paying my hard earned money for if this flight has literally nothing to offer?
4. No proper food supplies - The flight had only beef curry in their evening menu by the time the food supplies reached me. The attendant adviced me to try the beef curry as there was nothing left on the food menu, which is extremely bizarre. I mean this is the first international flight i have experienced something like this. This airlines shouldn't not be rated more than 3 out of ten for the services i have received.
5. Harassment by the attendant- The flight attendant pushed me to have beef curry as they only had beef curry available. I told him that I don't eat beef and he said "" don't worry, you will like it, you can try"". I felt so harassed by such ignorance and such insensitive comments that I almost didnt feel safe for the rest of the flight and literally didnt even eat the next meal. People around me were kind to offer me their food because they could see the inhuman services however, no attendant was bothered. I mean, they could atleast share some substitue foods, snacks or even fruits that i could fill my tummy with, but to my surprise and harassments, nobody came. I was not being asked any food again for 5 hours approx. till the breakfast was served. Thats when i decided to tell the attendant that I need your name as soon as we land. Horrible.",November 2023,"November 21, 2023",1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
1st and last time travelling woth korean air. Sorry.,Singapore,Seoul,North Asia,"1. I originally booked a 1pm / 2pm return flight but was involuntarily cancelled by the airline. Korean air just cancelled the entire time slot! Does the airline has any commitment to the passengers. By then (notified in Aug), i was considering to switch to sq but sq prices has risen a lot form jun to aug. So i  stuck with korean air.

2. Departure Inflight meals have 2 choices. To my horror, both are spicy! Either bimbibap or chicken cooked in chinese chilli sauce. Maybe the problem is with me as my stomach cannot tolerate spices. I had to order takeaway from changi foodcourt jus to secure  my meal. Other special meals pre-departure doesnt catch my interest.

3. Flight time took longer. The plane spent 30min moving to the takeoff starting point at changi t4. What a waste of time! In total, flight time was 6h 35m. I check sq and actual readings was 6h 9m to 6h 25m, depending on different days.

4. Return inflight meals are spicy too. Either spicy octopus or black pepper chicken. Incheon t2 food court does not support takeaway. Had to takeawy carbonara from 7 eleven. Feels like a budget airline now. Ice cream was serced as dessert.

5. Again, upon touch down, plane took 15m to get to the gate. 

7. Flight entertainment was limited. Zero games and zero movies for kids. Adult movies were in english and korean. Sigh.

8. Incheon t2 airport took a long time to clear security checks.

9. This will be my first n last time travelling with travelling korean air. I dont mind paying more for sq, given the speed and food.

10. Other good points: pilots were skillful in smooth landing and takeoff. Turbulences were well-handled. Flight crew were helpful. Pax were also cooperatove and quiet.",November 2023,"November 21, 2023",3.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0
Stressfull,Sydney,Los Angeles,International,"Dont book with this airline! Twice the flight was delayed due to their issues. The in flight meal wasnt that good and less portion. In flight entertainment sucks, few choices to choose from. Avoid this airline!",November 2023,"November 19, 2023",2.0,,,,,,,,
Don't buy first class tickets with their partners and think you will be in first class with KA,Boise,Bangkok,International,"Beware when you buy first class tickets with their partners. We spent our life savings on First class tickets, because my back is so bad...needed to go back, but able to lay down. Deltas first class was wonderful. The ticket said Korean air was the ""prestige"" class...Horrible. The seats were like 3 platforms. Had to stuff my jacket and blanket in them. The food was so horrible, i just laid down and rolled over. When you buy first class tickets, you would expect to be IN FIRST CLASS...not their second best. I have tried to call and call, and they say they have no record of us..REALLY",October 2023,"November 14, 2023",1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
A pleasant surprise,Toronto,Bangkok,International,"I had my flight with Air France cancelled and they booked me with Korean Air to get to my destination. Honestly, this was the best flight I have ever had. The experience was great from the get-go. Korean Air was extremely professional, and helpful and the customer service was top-notch. All the employees, from the check-in to the cabin crew, were outstanding. The food was great, also one of the best I have experienced on a flight. When I called the cabin crew to request something, they came immediately and attended to my request just as fast. Looking forward to flying with them again.",October 2023,"November 13, 2023",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Never again!,Cebu Island,Los Angeles,International,"Never again and will never recommend Korean Air to anyoneWI know. I flew with Korean Air from Cebu to Los Angeles. I was about 8 weeks pregnant and had a bad morning sickness on board. After patiently waiting for my dinner (I was the last one they served food in my cabin), the FA said they only had one food left which is the green tea rice pudding. Now mind you, it wasn't my intention to be picky but I was very sick and I asked if they could at least give me an instant noodle in lieu of the rice pudding. The FA immediately declined my request as all they had was a green tea rice pudding. There wasn't even. This may sound a ridiculous complaint to others,  but to someone who is having a bad nausea, this is a huge thing. I've flown overseas many many times and I've never experienced an airline ran out of food, especially an international flight.
Very disappointing!",May 2023,"November 6, 2023",1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0
Typical good flight experience HKG <> DFW,Hong Kong,Dallas,International,"Recently used Korean Airlines for a trip from Hong Kong to the States with connecting flights at Seoul (Incheon) that went smoothly, like past flights with this airline. 

Tickets were purchased through the Korean Air website, check-in for flights was just fine, connections in Incheon were seamless, a couple of the flights were late departing but we seem to arrive on time. Service on Korean Air flights is fantastic, staff are so friendly and pleasant. Meals and in-flight entertainment were just fine, leg room and seat comfort good. 

Overall, this was a typical, good flight with Korean Air, like what I've experienced with them in the past. Will gladly book future transpacific flights with them.",October 2023,"November 2, 2023",4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0
"Bad service, messed up booking",Zurich,Seoul,International,"Booked 2 business Class tickets. There were a couple of problems. First they sent us tickets with the false date. On arrival at the airport we were told that my husband and I could not be seated together.  One was in the front and the other at the back! Of course the flight was full and it was not possible to change the seating. The price and the service not good, the lounge was terrible. No food and no seating. I will not be flying business with KAL again.",October 2023,"October 21, 2023",2.0,,,,,,,,
Worst Climate Control I have ever experienced,Bangkok,Seoul,North Asia,The climate control is nit good.  We boarded a warm plane that became hot and humid!!  We were sweating and fanning and the captain announced that the climate could not be adjusted until airborne.  There are no individual vents - which makes it eve. worse!,October 2023,"October 19, 2023",2.0,,,,,,,,
