title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
Outstanding Business Class Service,Hong Kong,Tokyo,North Asia,"I hadn't flown with JAL for some years and was bowled over by how good the experience was. Impeccable service from the cabin crew, who were courteous, charming and went out of their way to be helpful.  Everything else was good, but it was the crew that made the extra difference. Food was excellent, with a choice of Japanese or Western menu and good wine and beverage choices, again including some Japanese options (sake, umeshu).  Seat was roomy and comfortable, with support to keep your legs up - it's perfect for short/medium haul and although the lie-flat bed option isn't great (a bit short and not completely flat), it seems this isn't the seat JAL uses for long haul flights any more.  Decent entertainment selection with easy to use touch screen system and for once the headphone jack is clearly marked and easy to find (so often not the case).   The only downside is that JAL doesn't seem to fly from Hong Kong to Haneda, a much better airport with much better access than Narita.  Nonetheless, JAL will be my preferred option for Tokyo from now on.",October 2019,"October 16, 2019",5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
Japan air,Concord,Tokyo,International,"Great service and efficiency, meal was good, friendly flight attendants, entertainment below average, on time 

Flewi September 2019",September 2019,"October 15, 2019",5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
"Superb Overnight Flight, Kansai Sakura Lounge",Osaka,Bangkok,Southeast Asia,"I took the JAL ovenight flight from Osaka Kansai airport to Bangkok.  The flight is the last departure for JAL for the night at 12:55 am.  When I first arrived at the Sakura lounge at Kansai around 9:30 pm, it was very busy as JAL shares the lounge with a number of other airlines including Emirates and there were a number of jumbo international flights around 11 pm.  By 11 pm though, the lounge was almost empty as most of the other flights for JAL and the other airlines were boarding or had departed already. 

The Sakura lounge has a good selection of food in a buffet - several hot vegetable dishes, sandwiches, salads, halal beef hamburger pieces, and of course, JAL's trademark beef curry with rice.  After I had eaten, I noticed staff then brought out different items for the buffet including a Japanese noodle offering and fried pork and fried lotus root on skewers.  There was plenty of food on offer for a dinner pre-flight. Service as always with JAL is extremely good - food is replenished promptly and as soon as a guest finishes, staff rush over to clean the table for the next guest. 

The late night flight boarded and pushbacked on schedule.  Flight time was 5 hours 20 minutes.  JAL uses a B787-800 with the Shell Flat Neo seat in a 2X2X2 configuration in business class for this flight.  The Shell Flat Neo is an angle flat seat and the window seat passenger has to step over the aisle passenger to access the aisle.  However as I had seat 1A in the first row, it was easy to step over the aisle seat passenger as there is no console from another seat in front blocking me.  While the seat is only angle flat, I find it quite comfortable to sleep in as it seems to have greater width at the shoulder and chest level than JAL's fully flat Sky Suite I, II and III product. 

On boarding there was a meal service selection card at each seat for the passenger to select whether to be woken for breakfast or not.  I chose to be woken for breakfast notwithstanding the short sleep time on the flight as JAL has excellent food.  I was not disappointed as the Japanese set breakfast that I was served was both beautiful to look at, and filled with a wide variety of great flavours from a bento box of a selection of several starters and a hot main of fish and vegetables. 

Due to the late night departure time, very quickly after takeoff, the captain announced it was fine to recline one's seat and most passengers quickly settled in to sleep.  About an hour and 20 minutes before landing, I was woken for breakfast service. 

Service was exceptional with the purser for the flight making a point of coming by to chat with each passenger once they awoke, and making sure to provide reminders about the premium lane fast track through immigration set-up that is provided for business class passengers arriving in Bangkok.  She also went through the cabin prior to landing to individually thank each business class passenger for flying with JAL. 

The flight landed about 20 minutes early at 4:18 am.  There is quite a long walk from the gate to immigration but so early in the morning, it was not busy at the airport or immigration.  First bags arrived at the luggage carousel around 4:53 am shortly after I got there.  One benefit of the early morning arrival is the lack of traffic on the roads.  I was at my hotel in the Sukhumvit area in less than 30 minutes as opposed to the one hour plus travel time that is the norm.",October 2019,"October 15, 2019",5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
Too good for a short haul flight,Tokyo,Osaka,Domestic,"I took a connecting flight from Tokyo Narita to Osaka Itami airport.  This is a very short flight of only about an hour, and JAL put too nice a product on this short haul flight with a B787-800 equipped with Sky Suite fully flatbed seats in J Class (domestic business class) in a 2X2X2 configuration.  With such a short flight time, there was really not much chance to take advantage of the fully flatbed feature, but I did appreciate the privacy of the seat with semi-enclosed seats and staggered set up so my window seat had direct aisle access without having to step over the passenger next to me.  There was a large video screen for my seat but on this short flight, the entertainment programs were disabled so the screen only showed flight information. There was a quick paper cup drink service for the short flight.  

Our pushback was about 10 minutes late and there was about a half hour wait for take-off due to heavy traffic at Narita airport in the early evening slot.  As a result, the flight arrived about 10 minutes late. First bags arrived at the luggage carousel about 20 minutes after landing. 

I was headed for Kobe and luckily, the airport limousine bus to Sannomiya station in Kobe is quite frequent and I was on the bus enroute to Sannomiya about a half hour after landing. 

JAL operates a number of different planes and configurations for these domestic short haul flights.  Often the flight will be with a B767 or B787 with just standard seats often configured 2X4X2 so this flight with the much more luxurious Sky Suite was a pleasant surprise.",October 2019,"October 15, 2019",5.0,5.0,5.0,,5.0,4.0,4.0,4.0,
Exceptional customer service,Vancouver,Tokyo,International,The customer service was exceptional. First time flying with them and would do it again. I am 6 feet so I have a 4 out of 5. Always will fight for more leg room hence it not being 5.,October 2019,"October 14, 2019",4.0,,,,,,,,
Subarashī furaito,Sydney,Tokyo,International,"Wow. The plane crew bow before getting on the plane.
The crew was very polite and the trip very smooth. Would fly again with JAL.",August 2019,"October 13, 2019",5.0,,,,,,,,
Friendly staff and Roomy enough for me.,Honolulu,Osaka,International,First time I flew to Japan. I am 6 foot 7 inches tall and we were seated in the back of the plane in coach. I had plenty of room. Comfortable flight. Food was good for no extra cost. Service was great and attendants were always friendly and available when we needed something.  No bathrooms at rear which was good because no constant traffic. There was even an area behind us to stand and stretch. Also 2 suitcase check-in and one carry-on per person. All in all it was a good experience and we will fly with them again.,April 2019,"October 13, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Excellent crew and overall experience,Tokyo,Helsinki,International,"The premium economy cabin provides lots of legroom and seats are wide. I was seated in 17k which has extra space, given its location directly behind business class. The crew on JAL are excellent, always have a smile and very pleasant. The cabin and toilets were very clean and food  was plentiful and of a good standard. Overall, I would highly recommend JAL and will look forward to flying with them again in the near future.",October 2019,"October 13, 2019",5.0,,,,,,,,
Complicated,San Francisco,Tokyo,International,"The overall flight is fine, but I can say it's not better than some other airlines. 
I got that business ticket from SFO to HND with the air miles redeem. I never take JAL and heard a lot about the Japanese airlines have great services. So I have a high expectation for that flight. 
(1) The Sakura Lounge in SFO it's only opens between 12:30 - 3:30pm. It's especially only open for services for the JAL passengers. It's quite small, the space between seats are bit narrow. It's OK. The foods they served are limited. The sushi is cold and the rice is hard. The fried chicken nugget do not taste good. Compared with the United Club lounge in Hong Kong it's much better. 

(2) On the flight - The plane model is 777-300, I choose a window seat. I don't like the design of that seat. It feel narrow, not much space to extra storage. I feel like I am sitting on a economy seat, just it have space to stretch my leg and able to convert into a flat bed. 
The good is it has a very large screen but it's not a touch screen, need to use a wired remote control. The entertainment is OK have the latest Hollywood movies but most of them I already watched before. Also you can use the remote control to order the side foods anytime you like. 

(3) The service - of course the flight attendants did are excellent jobs for the services. I have no complaints. 

(4) The foods - I love Japanese foods so I choose the Japanese menu. I looked at the pictures of the foods they served it's very attractive and seems very delicious. Yes the foods they served exactly like the pictures I seen before but I am disappointed to the taste. It's quite mild and not much flavored. The meat are over cooked. So I want to say I didn't enjoy the foods it served.
After the main dinner/meal. If you want some snacks or side meals, you need to order through the remote control, or you can have the flight attendant order for you. It's OK

Overall it's good and acceptable with that flight. I am glad that ticket is FREE, I want to say if I have to pay I prefer some other airlines such as Cathy Pacific, China Airlines, or Singapore airlines .",October 2019,"October 12, 2019",3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,2.0
Total lack of service or contact,Tokyo,Sydney,International,"Ok I understand and accept that my flight home to Sydney from Narita was cancelled due to a severe typhoon. However what’s not acceptable or explainable is the total lack of contact by email,phone or text from JAL to firstly advise of the cancellation or to advise of arrangements they would make to put me on an alternative flight. All phone numbers on their website rang out without an answer so my last resort is lining up in  2 hour long queue outside of their Tokyo office. Is this a first world airline  or not? I think not and would be very disinclined to fly with them again",October 2019,"October 12, 2019",1.0,,,,1.0,1.0,,,
Best airline I have flown with,Tokyo,London,International,"Got cheap tickets through a website and have to say fantastic service, legroom, food and to have the crew come around and personally thank each passenger for flying with them is a real change. I would definatly fly with this airline again.",October 2019,"October 12, 2019",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
Clusterfck,Tokyo,Melbourne,International,"Absolutely fuming with Japan airlines and would never recommend them to anyone. Booked through them as I thought they were a reputable airlines - how drastically this perception has changed. Came to Japan for the Rugby world cup and everything seemed sweet, unbeknownst to everyone a typhoon hit Japan and we knew things would be a little chaotic ( no fault of JA obs ), so we called JA to consult as to what to do with our trip. As our flight was to take off the day after the typhoon hit we were told that the flight would likely go ahead and that if we were not there for check-in we would not be given a new flight. As the chaos continued the only way to the airport was through a bus the day before, so we stupidly took this bus got to the airport and thought o well at least we will make our flights. 

Where things get troublesome, is that not long after arriving to the airport we hear that the last bus to Tokyo city is leaving, but hey we check again and our flights are still scheduled. So we decide to stay, half hour after the last bus had left, we get and email our flights are canceled because of the connection issues between Tokyo and the airport, so now we are stranded in the airport and no way to leave all because we were told that had we not been there for check in we would have to buy another flight.

Where things get even worse, I've been trying for the last 6 hours to get though to anyone from Japan airlines to work our when our next flights will be, but hey all phone lines are not able to be REACHED AND Noone from JA is here. So instead of staying in a nice hotel we're stranded in an airport with no knowledge of when we can leave and no idea when our next flight is. Thanks JA you're definetly NOT recommended.

Completely understand this must be a chaotic time for you but wtf would you cancel your flights the momemmnts after the last chance for anyone to leave the airport. 

Theres still hope we may be able to get home without too much more unneeded stress, but hey I'm not holding my breathe.",,"October 12, 2019",1.0,2.0,2.0,2.0,1.0,1.0,,,
friendly & helpful flight,New York City,Taipei,International,"Staff were friendly & helpful during check in. There were some baby & toddlers on the flight, but the crew were very helpful in helping parents to deal with children, which make the long flight tolerable. Thanks to their hard work.",October 2019,"October 12, 2019",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
Good Short Flight,Nagasaki,Tokyo,Domestic,This was a short flight from Nagasaki to Haneda and  went well. Check-in was flawless and board the same . The aircraft was spotless and the staff smiling and courteous.Baggage arrived promptly as did the flight on time.,October 2019,"October 11, 2019",4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0
Extra Leg Room than the average plane with great service,Sydney,Tokyo,International,"I can't believe that I did not know this before, but JAL has more space in economy class compared to other planes (in certain newer models).  They have removed one seat per row ensuring wider seats.

On a ten hour trip from Sydney to Narita, Tokyo, this really made a difference as you did not feel so hemmed in.  The seat in front was also a little further away, which just made the whole experience more pleasant.

Staff were extremely polite, and the food beautifully presented.  

For the return flight, I had managed to get an economy plus ticket for the same price as my outgoing economy seat.  It's definitely worth looking at booking directly through their website.

When I consider that I could have been stuck in a cramped JetStar flight for the same price with no food or entertainment included, I feel so happy that I came across Japan Airlines.  Will definitely fly with them again to Japan.",September 2019,"October 8, 2019",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
JAL 1st,Tokyo,Los Angeles,International,"The 1st class lounge is bigger than the one in Haneda airport and has better food.
This flight is similar to the one I took last year from Haneda to New York. cabinet crew and service are very good. The only difference is the food on board. This flight from Narita has international cuisine besides the Japanese cuisine. The last year flight from Haneda do not have international cuisine.
The excellent services from the crew are similar.",August 2019,"October 8, 2019",5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0
Finally horizontal flatbed Sky Suite II on Vancouver route and Cathay Pacific Lounge,Vancouver,Tokyo,International,"Prior to my flight on JAL from Vancouver to Narita, I opted to use the Cathay Pacific lounge instead of the Plaza Premium Lounge that JAL uses as the CX lounge is much nicer, is less crowded and has better food.  The lounge had lots of seating and was never very full during the hour or so that I was there.  CX has the noodle bar offering dim sum, wonton noodle soup and dan dan noodle made to order but they also always have a Western offering too.   It was chicken risotto today so I gave it a try, quite good tasting.  CX also has a cold buffet section with sandwiches, salads and desserts. 

My JAL flight from Vancouver to Narita was operated with a B767-300 instead of the Dreamliner B787-800 that JAL has been using the last few years.  Whereas the Dreamliner was equipped with angle flatbed Shell Flat Neo seats in a 2X2X2 configuration, the B767 is much better equipped with the Sky Suite II fully horizontal flatbed seat in a 1X2X1 configuration.  I selected the window seat in row 2 as the window seats alternate by having a shelf next to you on the aisle side or next to you on the window side, and 2K is nicely situated right next to the window with a shelf between the seat and the aisle for more privacy and less disturbance from aisle traffic.  Row 1 by comparison would have the shelf on the window side putting distance between you and the window view. 

There were only 6 rows of seats in business class for a total of 24 seats, with 4 empty seats on this flight. 

Boarding and pushback was on time, expertly and efficiently handled by JAL staff as usual. Flight time as reported by the captain was relatively long at 10 hours 15 min due to strong headwinds.  We ended up landing at 4:44 pm about 20 minutes late as a result.

Once in flight, I noticed the engine noise in the cabin was considerably louder than on the Dreamliner.  The air was also noticeably drier since the part carbon-composite Dreamliner is able to be pressurized to a lower altitude with more moisture in the air than the all metal B767.  The toilets were also smaller and less nice than on the Dreamliner, just regular old style toilets instead of the Japanese toilet spray equipped ones on the Dreamliner. 

On the plus side, the Sky Suite II seats with their fully horizontal flat sleep position was much more comfortable for sleeping than the Dreamliner Shell Flat Neo seats, though when fully reclined, the bed position was quite narrow at the shoulder position.  Unlike the original Sky Suite seats, the side armrests/partitions on the Sky Suite II seat do not lower down when the seat is reclined to bed position so no extra width is provided in the bed position. 

The Sky Suite II seat does have lots of little storage spaces - a good size one located on the shelf next to the seat and a small cubbyhole under the video screen for a phone or small tablet.  There is also a cubbyhole close to floor level for shoes. 

Meal service on this 2:05 pm departure afternoon flight was dinner after takeoff followed by a breakfast/snack about 2 hours before landing.  Food as always on JAL is delicious and beautiful to look at.  I selected the Japanese meal for both meals.  The hot entree at dinner was salmon and pork belly, with the pork belly particularly distinguishing itself in taste. Prior to the entree, a bento box style starter selection is served with 5 different selections.  Dessert was coconut pudding with peach sauce.  As always, I finished with coffee as JAL serves a special coffee in business class only in flight and it is delicious. 

For the second meal prior to arrival, the Japanese selection was grilled rockfish with rice.

Service as always on JAL is gracious and attentive.  When I mentioned I always have the special coffee served on board, the flight attendant kindly offered a pack of the coffee brewpack for me to take home to enjoy. 

The entertainment system had a good selection of recent Hollywood movie as well as a number of Japanese and Asian movies. 

I am not a big fan of Narita airport as it is always too busy.  After landing, I made my way to passport control for my connecting flight and was lucky to be a few steps quicker as the line became much longer a couple of minutes after I joined it.  Fortunately the line moved quite efficiently so it was about a 15 minute wait to get through immigration.  My luggage was already on the carousel by the time I reached baggage claim and a few minutes later, I was through customs and into the arrivals hall at about 5:21 pm, a bit more than half an hour after landing.",October 2019,"October 8, 2019",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Short Domestic Flight Done Well,Nagasaki,Tokyo,Domestic,It has been a  while since I had flown domestically with JAL and this flight did not disappoint. Check-in was seamless and courteous and boarding the same.. The flight left and arrived on time and baggage came out reasonably fast. Overall a goof flight in an older Boring 767-300.,October 2019,"October 7, 2019",3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0
"A clean aircraft, friendly staff and no meals - BUSINESS CLASS",Osaka,Chitose,Domestic,"Being in Japan for the RWC, we arrived late into Osaka and had an early connecting flight to Sapporo (as a number of others did as well!)
Our plan was to get a meal in the lounge....there was pretty much nothing there, tea coffee and beer......we had one of them!  No food. 

OK, wait for the flight....again the staff were friendly and everything was effiicient....but no food.  Tea or Coffee etc if you wanted it!",September 2019,"October 7, 2019",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Vancouver-Narita return flight,Vancouver,Tokyo,International,"A top notch airline, good food and free drinks, flight crew was excellent! We used to think Korean Air was the best for flights in that direction, not any more.",June 2019,"October 7, 2019",5.0,,,,,,,,
服務細心餐食好吃,Boston,Tokyo,International,"雖然空間不算大，座椅也不算好睡，但是餐食實在是太好吃了，即使是咖啡都很用心！雖然冰淇淋非常普通甚至太甜，但仍不減整體餐食設計的優秀！
The seat is not really comfortable for sleep and the size isn’t spacious. I still appreciate the wonderful meals and the considerate staff offered me a nice flight experience. I don’t like the ice cream. Too sweet and not tasty.",September 2019,"October 5, 2019",5.0,5.0,3.0,,5.0,5.0,,,
Great flight with comfy seats,Tokyo,London,International,The seat pitch is larger than other airlines and the leg room was great for a 12 hour flight. We were provided with neck pillows and blankets and I was able to get very comfy. The crew were friendly and the food was really nice.,September 2019,"October 5, 2019",5.0,,,,,,,,
Great service and comfortable seats!,Tokyo,Kuala Lumpur,Southeast Asia,We upgrade to Premium Economy by paying approximately US185/= and it was well worth it. Great service. comfortable seats and good food :),October 2019,"October 3, 2019",5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
"Excellent food, entertainment and service!",Singapore,Vancouver,International,"They'll wake you gently with a nice hot towel, offer a choice of 4 beers and the food even comes with instructions and write up on the chef!

Would be happy to receive such service and food at a restaurant, much less miles high. Plenty of movies and games to play, so the only drawback is lack of sleep upon arrival.

Keep up the good work JAL!",,"October 1, 2019",5.0,3.0,3.0,5.0,5.0,4.0,,,
"Spacious, gracious and spotless, but... clueless?",Honolulu,New Delhi,International,"This is one of my most favorite airlines, another being Korean air. Traveling economy is like the old days — you can actually sit in the seat (and not get a stomach ache from scrunching your knees to your ears like other airlines make you do). 
The bathrooms are spacious, complete with those great Japanese toilets! The staff is so wonderful — gracious Japanese hospitality. So why did I give it this rating? Going from Tokyo to Delhi, the dining options were— fish and BEEF! Going to India and serving beef as an option is culturally clueless I’d say. And this is the second time that’s happened on this leg. (Weird that From Honolulu the options were chicken and shrimp). Now that would be a leg to have beef. JAL if you’re looking at this review, please respond! I’m so curious to hear why this is the case. Thanks!",October 2019,"October 1, 2019",4.0,5.0,5.0,,5.0,,,,
Golden Sun,New York City,Tokyo,International,"When I said comfort I meant comfort, its a very large plain like a 747 could possible be. The air turbulence was next to none throughout that 14 hour The flight  attendant was wonderful service is great the food very nice so many different choice on the menue just to name a few beef stew, chicken curry with rice, and even a special birthday celebration for a passenger, vegetable all king of drinks,When the pilot announce we about to land I said wow.",September 2019,"September 30, 2019",5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
comfortable as ever,Tokyo,Honolulu,International,We traveled with JAL Global Card so could enjoy smooth procedure. Lounge at Narita was renewed wth wider space and what most supried us was that the airplanes were equipped with washlet!!,September 2019,"September 30, 2019",4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
One of the best,Sydney,Tokyo,International,"We flew JAL Business Class from Sydney to Tokyo for a week at the Rugby World Cup. We had use of the Qantas lounge in Sydney and JAL lounges (choice of two) at Narita. Both flights were on time. The, all female, cabin crew were very welcoming and attentive and all spoke English. The seating is 2-2-2  and we had the middle two both ways. The seats are very comfortable, lie flat (of course) and with all the usual facilities. The entertainment package is comprehensive with a good choice of new movies.
The absolute stand out is the food! There is a choice of Japanese or Western cuisine: go Japanese. It is beautifully presented and exquisitely tasty. You'd struggle to get a better meal in a quality restaurant. My partner had the Western menu on the return flight and it was similarly delicious.
As an interesting aside, the flight crew have taken taken taciturn to a new level. On the flight out there was a curt ""crew seats for landing"": on the return, not a peep. Not a problem for me - I'm glad they're concentrating on flying the plane.
If you ever have the option of flying JAL, take it. I have flown Business Class with almost every airline and this is one of the very best.",,"September 30, 2019",5.0,5.0,5.0,5.0,5.0,5.0,,,
JAL Itami check in line - idiots running the show there,Osaka,Tokyo,Domestic,"Conclusion :  Instead of giving people trying to make an international check in a run around, open more desks.  JAL has numerous agents running around giving you advise (their way of telling you what to do) - and their response when REFUSED (which is rather amusingly obvious that a REFUSAL is not what they want when they are trying to  tell you what to do in a suggestive manner).  Only one agent here that handles international flight so go wait for the four desks to open 45 minutes later.  We were already second in lne - so why go where we have to wait 45 more minutes?
We had plans to have lunch at Itami, so heck with baby sitting the luggage for 45 minutes longer, plus more waiting.  What are all those agents with JAL lapel pins doing?  Open the damn desk at 11 instead.  Suggest to people standing at the back of the line to go elsewhere and wait some more.  
The reaction of the agent when I REFUSED to go was surprisingly unpleaseant when done full of smiles.  It was suggested several times that it would be quicker to wait until 1145 than to keep waiting where we were.  By the time the suggestions stopped, we were served and checked in at least an half an hour prior to the other check in desks opening.  Several families and unfortunate souls who tood the advise where all gathered waiting in line for a line that didn't open for another thirty minutes.
If they didn't like where I was waiting, just say so, and tell me to move.  Then I may have moved.  It was a suggestion, so I politely declined, the first couple of times, but when it is done for the third, fourth or fifth time, most people get irritated.  I am one of ""most"" people.  
What I concluded was the airport manager for JAL at Itami must be an idiot.
Just so you know, the business class to Japan on JAL - fine.  Business class NRT to PUS - fine.  Economy to NRT, economy to NRT-ITM - fine.  Gate and check in and transfer agents were fine.  Thus my conclusion of the idiot running the ITM ground agents.",September 2019,"September 28, 2019",1.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0
Racial Profiling,Singapore,Miami,International,"The Japan Airlines flight from Singapore to Miami. Both to and from I was asked to provide some proof that I am allowed to be in Singapore, even though as a citizen of another ASEAN country, we are allowed to travel among the member nations visa free. Any other airline would not have even asked for me to show some card or ID that I am living or working in Singapore. (I have lived in Singapore for over ten years)

I’ve travelled all over the world for many years, the experience with JAL was a first for me. 

It was a very offending experience. I will never take Japan Airlines ever again. If you are not white or Japanese, don’t take this airline as they will racially profile you.",September 2019,"September 27, 2019",1.0,2.0,3.0,3.0,1.0,1.0,,,
Very poor!,Melbourne,Tokyo,International,"I am very disappointed with JAL. It has ruined my first Japan trip/experience. We were set to depart 12am 10th September 2019 and because we heard about the typhoon that hit on 8th and ended on the 9th morning, on the very day of departure we even rang at 5pm to make sure our flight had not been cancelled/rescheduled  and we got the “All OK” and happily we prepared and booked our transport to the airport for 9pm. Just as we were about to leave for the airport, we got an email saying it has been cancelled due “rotation caused by typhoon” in the morning (bear in mind typhoon has left Japan by then). 

We weren’t given any further instruction on the email and the toll free reservation number put us on hold for an hour (we need to know when our re-scheduled flight will be postponed til) so we were forced to go to the airport (6 adults 2 babies and 1 children) and you can imagine the anxiety and confusion at that time!

When we reached we were greeted with a bottle of water and a sandwich, we were then told to get a number and waited in line at 10pm. At just about 12:15am we were finally at the front of the queue and was told we didn’t have much choice anymore and the the next flight would be on Philippines Airlines at 430am transiting in Manila for 3.5 hours. We asked if we could get a hotel just to freshen up while we wait for (bear in mind we booked JAL cause we hate transit flights to be then put in this situation is appalling!)

1) Philippines Airline counter to be open at 230am
2) Airport departure gate to be open at 330am

But we were declined that.

We were forced to wait with 2 crying babies (no sleep) on the floor in Tullamarine Airport. 

Subsequently we went to Manilla on a packed plane. JAL forgot to get us a bassinet for my Baby and we are forced in a role of 4 adults with no room for baby (my baby had not slept since 10pm the night before). That was so horrible for the 8 hours flight... you would think a mainstream airline would usually have bassinet for under 18 months olds but JAL forgot to book me that on the replacement flight!!!!

The following is not directly due to JAL’s fault, more Phillipines Airlines/Manila Airport’s incompetence, but JAL put us through this hell.

When we reached Manila, and told them at immigration that we were transiting to Narita, they assumed (not sure why and what?) with Phillipines Airlines and took us straight to the transfer desk which is OUTSIDE the immigration hall - we even asked if we can collect our luggage first but was told not to worry at that stage. When we got to the transfer desk, they were shocked to find out our transfer was actually with JAL (the Manila - Tokyo leg) and they panicked after realising their mistake as by then we were outside restricted areas without of bags. They also refused our re-entry to collect our bags. And after 1 hour waiting/watching them panicking there, they finally offered to get our bags for us but came back 30 minutes saying they couldn’t find our bags!!!!! We were forced to rush to another terminal (waited another 30 minutes for bus) without our bags and board the plane to Narita. 

We got there late the next day and lost 2 days (1 day transiting/stuck in airports and 1 day having to buy clothes as we had NOTHING). We missed our tour to Gotemba and Mount Fuji as a result of this. 

We were not offered any apologies whatsoever and when we flew back on 23rd, we asked nicely if we could get an upgrade or at least an apology at least if no compensation, we were only given a lame Sakura lounge entry which we only had less than 30 minutes to spend in there. 

I am very disappointed with how Japan Airlines treated us and how this has ruined our much anticipated trip that we booked 6 months ahead and has caused us all the stress and dramas. It was hardly a holiday thanks to you.",September 2019,"September 25, 2019",1.0,1.0,1.0,1.0,1.0,1.0,,,
What about some food?,Kagoshima,Tokyo,Domestic,"I query whether it is worth paying extra to go Business with JAL.
We had to search for the check in , which doesn’t even mention ‘ Business’, there is no Business Lounge, all we got on the flight was a drink and the seating doesn’t seem much better than Economy seating.
I was surprised at the lack of food, as this was a lunch time flight and the overall time in the plane was close to 2 hours.
In addition, there was no inflight entertainment.

I guess that I sound like a whinger but this was the first Business class flight I have been on which felt like Economy on a budget airline but with better seats.",September 2019,"September 21, 2019",3.0,5.0,5.0,1.0,3.0,1.0,5.0,3.0,1.0
5 star service from staff,Los Angeles,Tokyo,International,"The only thing I liked about this flight was very attentive and caring  flight attendant.
The hardwares are aged so much and did not feel I was in first class cabin.
Also, food are very mediocre and tasteless.
The only dish I enjoyed was ice cream and some desserts. I would not fly again with JAL'' s first cabin. It's not worth it for my experience.",,"September 21, 2019",3.0,,,,,,,,
Very Enjoyable Connection to Japan,Sydney,Tokyo,International,"Japan Airlines (which I will refer to as JAL) is an amazing way to enter Japan from anywhere on the globe, with their very comfortable aircraft & amazing service. On my flight, check - in was very fast and efficient, with no line as there were many counters open for passengers. A diagram was shown of the Boeing 787 - 9, showing how half the cabin was for business passengers (surprisingly), and only 1 cabin was for economy passengers.

The boarding of JAL's aircraft is very fast and efficient, and was completed within a few minutes. However, despite the gate in Sydney being located right next to the food court, there is no seating directly at the gate, as it is shared slightly further away with 3 other gates, and at the time the morning flight departs, it can be hard to find seats. During boarding, economy & business class were boarded at the same time, and after the 'express' queue for business class ended, economy passengers were invited to use that queue too.

Right after boarding, the very friendly cabin crew accounted for any dietary conditions, putting identification stickers on each seat which required them so the process would be smooth when the meals were to be served. From this moment, the experience felt very strongly Japanese, with the cabin crew taking a bow in the initial welcome. 

The on - board bathrooms also were extremely spacious, has marble flooring & had toilet seat 'cleansing' functions straight from Japan. The toilets are some of the cleanest & most modern toilets I have ever seen on a plane, and the crew were constantly cleaning them!

Unfortunately, apart from at meal times, beverage services were very sparse, and when they did exist, only one type of beverage was available. This meant that you were often very thirsty, and unless you wanted the particular drink being served, you would have to wait until the meal service. There were 2 meal services on this 8 hour flight, one after takeoff and one before landing. 

Due to the plane being a Boeing 787 - 9, the amount of legroom was massive! Also, according to a brochure in the seat - back pocket, it has been rated the best economy airline seat for 3 years in a row. However, the recline on the seat was a bit less than expected, and I couldn't fall asleep (however lots of other passengers could!).

JAL was an amazing airline experience which I'd never expected, and I definitely would fly with them in the future.",September 2019,"September 19, 2019",5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0
Nice and soft flight,New York City,Tokyo,International,"Although it was a very long flight the staff made it very enjoyable, always asking if I neeed anything else, the food was good and served at good times. Very nice trip",August 2019,"September 18, 2019",5.0,,,,,,,,
JAL was better than I expected!,Seoul,Tokyo,North Asia,"To be honest, I really didn't expect too much from JAL. The plane wasn't new or anything like that, but the devil was in the details. On our flight to Tokyo, my girlfriend pointed out that the tint on the windows was adjustable via a small 2 button control system next to the window. There was USB slot available to charge a device and a small Velcro pocket next to it in which you could hold the device, like a phone (Galaxy S10 5G). I didn't try the food on the flight to Japan or the way back but it seemed to be decent and the stewardess were extremely courteous. If I had one bad thing to say about the experience, it was that they turned the seat belt sign on way too early in my opinion. They had it on about 40 minutes before the plane landed. To be fair, I'm not sure if this is standard as I'm usually sleeping right until we land on other flights. All in all, I'd fly Japan Airlines again.",September 2019,"September 17, 2019",4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
